text,label
"The woman in the video isn t Swedish, but her husband is. She recalls a Sweden that used to be clean, safe and peaceful when she was a teenager. Today she claims that when she walks the streets, all that she sees are,  hijabs, burqas and looting foreign men who stand on corners and  cat call  her, and men who lifestream gang rapes while they throw rocks at cops. Mr. Trump, please keep talking about Sweden. Sweden calls upon our @POTUS for help ! Please share as much as possible! Stop the madness! #mondaymotivation #SwedenSOS pic.twitter.com/QwKddF1Nsb  Oak-Town Unfiltered  (@hrtablaze) March 27, 2017",0
"Imagine what it must be like to be one of the only people in America who doesn t have to abide by any of our laws. Apparently it pays to be a Clinton.Even though it s against the law to campaign inside the polling place or within 100 feet of the measured entrances of the polling place in NY, Hillary and Bill can clearly been seen breaking that law in the video below. Much like Obama though, Hillary knows that no one will hold her accountable for her actions. She and Bill are above the laws that the  everyday people  Hillary claims to be a champion for, are required to follow.Watch Hillary and Bill pander for votes in the video below:NY State Law Prohibiting Electioneering Activities In NY: While the polls are open no person shall do any electioneering within the polling place, or in any public street, within a one hundred foot radial measured from the entrances designated by the inspectors of election, to such polling place or within such distance in any place in a public manner; and no political banner, button, poster or placard shall be allowed in or upon the polling place or within such one hundred foot radial. (N.Y. Election Law   8 104(1))",0
 ,0
"BEIJING (Reuters) - Chinese President Xi Jinping is set to amass even greater power at a Communist Party Congress this week, promoting close allies, having his guiding thought enshrined in the party constitution and possibly assuming a title to put him on par with Mao Zedong. That is the view of multiple sources with ties to the Chinese leadership, including senior party officials, former officials and foreign diplomats who have talked to top officials. Much of it has also been signalled in various ways in the state media in recent months.  Xi was born into revolutionary aristocracy and came of age in the tumult of Mao s Cultural Revolution. Since taking office five years ago, he has cast aside decades of precedent, stamping his authority on the party s 89 million members and asserting China s rising might on the global stage. Having been perceived as a colourless, unambitious  princeling  child of the elite before catapulting into the apex of power as a Standing Committee member in 2007, Xi has surprised time and again, leadership sources, diplomats and experts say. He has locked up political rivals for corruption, accumulated titles and pushed painful reforms for the military. China s State Council, which doubles as the party s spokesman s office, did not respond to a request for comment on Xi s plans for the 19th Party Congress or on how the party evaluates his first five years in office. At the congress, a twice-a-decade event that opens Wednesday, some of Xi s most trusted aides look set for promotion to the Standing Committee, such as Li Zhanshu, an advisor who worked as a junior official in Hebei province in the 1980s at the same time as Xi.  In another key break with tradition, Xi looks set to retain a key ally, Wang Qishan, in some capacity despite the anti-corruption tsar passing retirement age. Xi could also end up being called party chairman, a role that would pave the way for him to stay in office past 2022 when precedent dictates he should step down, leadership sources say.  Xi is now moving more in the direction of a king, of  I am China  and  I am the Communist Party , said Steve Tsang, director of the China Institute at the School of Oriental and African Studies in London. In another first, Xi has already overseen two large-scale military parades in his first term, including a dramatic display of China s rising power and military capability through Beijing s Tiananmen Square in 2015. What will actually happen at the congress, and what Xi will say in his state-of-the-party address at its opening, are closely guarded secrets, even as the party and state media have flagged the broad outlines of what will happen. One of the most important signals to watch at the congress will be whether - or how often - Xi is referred to as   lingxiu , or leader. That honorific has been bestowed only on two others since the 1949 founding of the People s Republic of China: Mao and his short-lived successor, Hua Guofeng. Using the term over the congress could set him up to be named party chairman, a title that has not been used since Hu Yaobang, who died in 1989, sources with ties to the leadership and diplomats say.  Xi is currently head of the party but with the title general secretary, and has to rule by consensus with his Standing Committee, part of a system of collective leadership set up after Mao died to prevent a recurrence of the chaos that erupted under him. If he does become chairman, that will spell the end for the concept of collective leadership, said a senior Beijing-based Asian diplomat.  He won t have to answer to anyone,  the diplomat said. Xi has gathered other titles gradually since late 2012, when he first became party chief, just before assuming the presidency. He also runs the National Security Commission and the top financial and reform decision-making councils. And despite already being head of the military, he was appointed commander-in-chief last year. Arguably one of China s crowning achievements over the past five years, one unquestionably popular with the public, has been Xi s crackdown on corruption. Some 1.4 million officials have been punished and many jailed, including the much feared former domestic security chief, Zhou Yongkang. Xi has also cracked down on the pomp that had previously gone with visits by high-level Chinese officials to the provinces, and flashed a deft common touch to show his connection to the ordinary person. In one widely-reported instance, Xi visited a Beijing dumpling restaurant in late 2013; images on state media showed him lining up for his food with other patrons.  Part of the story of Xi s rising personality profile is about the need to bolster the perceived legitimacy of the Communist Party around a leader seen as being of the people,  said David Bandurski, co-director of the China Media Project.  He said the previous leadership of President Hu Jintao and Wen Jiabao had warned of a growing gap between the Communist Party and the rest of the country, partly epitomised by rampant corruption.   So under Xi there was an immediate move to address both of these key problems of perception , Bandurski said.  The answer was Xi as the plain-talking man of the people.  ",1
"A Donald Trump supporter came up with the worst idea ever when he got it into his head that it would be a good idea to try to heckle Bernie Sanders at a Massachusetts campaign rally. Clearly he did not know what he was getting himself into.The heckler was wearing a Trump shirt, and holding a sign that said  Obama is as Christian as Bruce Jenner is a woman.  As he started being an obnoxious twit, interrupting Bernie s speech and making a spectacle of himself, Bernie pointed right at him and said into the mic: Here s a Trump supporter worried about Mr. Trump s money. The crowd  took over at that point and started chanting Bernie s name over and over   completely denying the Trump goon s ability to speak.Waving his arms around and cheering for himself, the heckler was eventually escorted from the gathering by security while looking quite satisfied that he was immortalized on YouTube.After the interruption was over and without missing a beat, Bernie declared: I say to Mr. Trump and his supporters that the billionaires of this country will not continue to own this nation. Watch Bernie and his supports completely shut down the heckler below:[youtube https://www.youtube.com/watch?v=SJD0yUgb4J4&w=560&h=315]Protesting during political speeches is nothing new. Ever since Obama became president it has gone mainstream as a way to get candidates to immediately address issues. However, let s contrast Bernie and his supporters  reaction to your average Donald Trump rally.Bernie s people got a bit loud and drowned out the heckler while Bernie mostly stayed on topic without getting ugly towards him. When these same things happened at Trump rallies, the interrupters literally risked their lives. On one occasion, Trump encouraged his supporters to attack a black man, and on another yet another black man got ganged up on with Trump supporters saying Shoot him!   Kick his ass,  and  Light the motherf -r on fire! Featured image via video screen capture",0
"This election has been hard for South Carolina senator Lindsey Graham. After fighting his little Republican heart out in the primaries only to see a reality TV star defeat him and every other more qualified GOPer, Graham continued to be devastated long after Trump became the Republican nominee.Graham s journey through Trump s campaign has been nothing short of an emotional roller coaster, starting with him trashing The Donald and refusing to keep his promise to support the party s nominee regardless of who it was. Then, Graham eventually decided to support Trump after much hesitance, only to completely disown him in the end after one too many offensive statements and erratic stunts. Needless to say, Graham is probably one of the most relieved people in the GOP that this election has finally come to an end.On Tuesday, Graham decided to celebrate Election Day with one more final  F*ck You  to Trump, someone that Graham clearly doesn t think deserves to be anywhere near the White House. Using his hatred for Trump as the inspiration behind his voting choice, Graham announced who he actually voted for on Twitter, and it s going to break Trump s little black heart:TwitterTwitterTwitterGraham decided that since he can t stand the thought of voting for Trump but didn t want to vote for Hillary Clinton, either, that he would just vote for the next best thing in his mind   Evan McMullin, who came into the election late with the simple goal of being an alternative to Trump.Graham is the very first senator to publicly say that he s voting for the conservative independent candidate, and it s a huge slap in the face to Trump. We expect that many more disgruntled Republicans will be making similar choices, although many may not have the courage to actually admit it.Featured image via Chip Somodevilla and Alex Wong / Getty Images",0
"WASHINGTON (Reuters) - Senate Democratic leader Chuck Schumer on Wednesday called on Republicans to delay a vote on pending tax overhaul legislation until the new U.S. senator from Alabama, a Democrat, is seated. Schumer wants to slow down the legislation - which Republican leaders want to vote on before Christmas - so that Democrat Doug Jones, who won an upset victory in deeply conservative Alabama on Tuesday night, can cast a vote in the closely divided chamber. Schumer said that under Alabama law, Jones could not be sworn in until at least the end of December. But Republicans are expected to reject the Democratic leader’s plea for a delay in voting on the tax bill. Speaking to reporters, Schumer cast Alabama’s senate election results as a repudiation of the policies being pursued by President Donald Trump and his fellow Republicans in Congress, including the tax legislation. “The Republican brand, even in deep red Alabama, is positively toxic,” he said. “The president keeps talking like he’s helping the middle class, but his policy after policy helps the wealthy and the powerful and hurts the middle class.” Schumer said Jones’ defeat of Republican candidate Roy Moore was in part a referendum on the Republican tax bill, especially in the suburbs, where he said voters were worried about the bill’s proposed elimination of the state and local tax deduction. Schumer said Republicans should abandon their effort and start over in cooperation with Democrats. “Pausing on this tax bill and going back to the drawing board is the right thing for Republicans to do,” he said. ",1
"GENEVA (Reuters) - A blockade of Yemen s key ports appeared to have been broken on Wednesday as ships arrived with food and fuel for the desperate population, the head of the Norwegian Refugee Council (NRC), an humanitarian aid agency, told Reuters. A Saudi-led military coalition fighting the armed Houthi movement in Yemen has blockaded Yemeni ports since Nov. 6, after Saudi Arabia intercepted a missile fired toward its capital Riyadh.  Although it later eased the restrictions by allowing U.N. flights and aid ships, that has not changed Yemen s dire situation much. About 8 million people are on the brink of famine with outbreaks of cholera and diphtheria.  Today for the first time (there was) a little glimmer of hope... the first commercial goods have arrived in port, and the first ships that were let through this iron grip,  NRC chief Jan Egeland said. Egeland said the first food and fuel had arrived in the key ports of Hodeidah and Saleef, but it remained a trickle compared to what was needed, since Yemen s population of 27 million is almost entirely reliant on imports for food, fuel and medicine.  We need a lot of ships every single day and now we ve had months with no ships, so I still fear the famine, I still fear starvation, I still fear epidemic disease in new areas.   Citing information from the U.N.-led logistics cluster of aid agencies, Egeland said three vessels had berthed at Hodeidah with 87,000 tonnes of food, and one with 38,000 of food had arrived at the anchorage area of Saleef port.  There were seven other vessels with more than 177,000 tonnes of food waiting to enter Hodeidah anchorage area, as well as three vessels with 52,000 tonnes of fuel. ",1
"And the hits just keep on coming, as the Pope makes his way around Latin America Pope Francis indicated contraceptives may be used to prevent the spread of the Zika virus, despite the church s longstanding ban on most forms of birth control.His comments may cheer health officials in Latin America but are likely to upset conservative Catholics.At a press conference aboard a flight from Mexico to Rome on Thursday, the Pope was asked if the church should consider contraception the  lesser of two evils  compared with the possibility of women aborting fetuses infected with Zika. The virus has been linked to an incurable and often devastating neurological birth defect.The Pope answered by calling abortion an  absolute evil  and a  crime. It is to kill someone in order to save another. This is what the Mafia does,  Francis said.  On the other hand, avoiding pregnancy is not an absolute evil. The Pope then pointed to a narrow exception to the church s ban on most forms of birth control: His predecessor, Pope Paul VI, allowed African nuns to use contraceptives  in cases of rape, Francis said. He did not explain why and what forms of birth control were used. In certain cases   such as the one I mentioned of Blessed Paul VI, it was clear,  the Pope said. It was Paul VI who wrote  Humanae Vitae,  the papal document that solidified the church s stance against almost every form of birth control in 1968. The church does allow natural family planning, which involves a woman monitoring her basal body temperature and vaginal secretions to avoid having sex at fertile times of the month.It s not entirely clear what the chances are that a pregnant woman who contracts Zika will have a baby with microcephaly. Babies with the defect have small heads and abnormal brain growth and often have developmental delays, seizures, problems with movement and speech and other issues.On Thursday, the World Health Organization called for access to emergency contraception and counseling for women who  have had unprotected sex and do not wish to become pregnant because of concern with infection with Zika virus. But the Catholic catechism states that aside from natural family planning, anything that works to  render procreation impossible  is intrinsically evil.  The church s teachings have put women in Latin America, where a majority of people are Catholic, in a difficult situation.In December, authorities in Brazil urged women not to get pregnant. Then last month came the warning from Colombia to delay pregnancy until July. Then in an interview, a health official in El Salvador recommended that women  try to avoid getting pregnant this year and the next. But the Rev. Frank Pavone, national director of Priests for Life, has said that birth control is wrong, no matter what.  That prohibition doesn t change based on circumstances,  he said.  So couples have a responsibility to live according to the church s teachings in whatever circumstances they find themselves. Via: CNN ",0
"GENEVA (Reuters) - Switzerland is sending a Tunisian couple who include the brother of the presumed knife attacker at Marseille train station in France back to their home country for security reasons, Swiss federal police said on Tuesday. Earlier on Tuesday a source close to the investigation said police detained two Tunisians on Sunday wanted in connection with the attack on Oct. 1 in which the assailant was shot dead by a French soldier after killing two young women. ",1
"BERLIN (Reuters) - Germany warned on Wednesday it would be unacceptable for the United States to use possible sanctions against Russia as a tool of industrial policy and called for close coordination of proposed sanctions between Europe and Washington. U.S. lawmakers on Tuesday voted overwhelmingly in favor of slapping extra sanctions on North Korea and Russia, which stands accused of meddling in the 2016 election campaign in support of the candidacy of U.S. President Donald Trump. A German foreign ministry spokesman said Berlin wanted to work with the U.S. on the sanctions, which he said would not necessarily be adopted, but “could not accept” the practice of carrying out industrial policy under the guise of sanctions. ",1
"""Fake news"" was born in August 2014 in Ferguson MO. when @MSNBC @nytimes @washingtonpost @CNN all propagated the Hands up, Don't shoot lie. pic.twitter.com/O2cjpm63GQ  David A. Clarke, Jr. (@SheriffClarke) December 6, 2016On Thursday Sheriff Clarke went off on liberal lawyer Eric Guster on Hannity over the  Hands up, Don t Shoot  lie. Clarke slammed the lawyer for pushing lies that have resulted in the deaths of police officers across the country.After Guster defended the  Hands Up, Don t Shoot  movement Sheriff Clarke went off.  GP",0
" WASHINGTON (Reuters) - The workforce at the U.S. Environmental Protection Agency is on course to fall to its lowest level since Ronald Reagan was president, an agency official said on Tuesday.  In June, the EPA unveiled a buyout program that would contribute to the biggest cuts of any federal agency in President Donald Trump’s 2018 budget proposal. The EPA employs about 15,000 people.  After buyouts and retirements, that number could drop to 14,428 by October, the official, who spoke on condition of anonymity, said in an email.  That would be below the fiscal 1988 level, when EPA staffing was 14,440, the official noted. A further 2,998 employees, or just over 20 percent of the total, are eligible to retire now, the official said.  In an April spending bill, the Republican-controlled Congress set a cap for EPA staffing at 15,000 employees for fiscal year 2017, rejecting proposed increases by the previous administration of Democratic President Barack Obama.  EPA Administrator Scott Pruitt said the reductions were “giving long-serving, hard-working employees the opportunity to retire early.  “We’re proud to report that we’re reducing the size of government, protecting taxpayer dollars and staying true to our core mission of protecting the environment and American jobs,” he said in a separate statement.  Pruitt has rolled back a slew of Obama-era regulations limiting carbon dioxide emissions from fossil fuels.  He was also instrumental in convincing Trump to withdraw the United States from the Paris climate accord - a global pact to stem planetary warming through emissions cuts.  While acknowledging the planet is warming, Pruitt has questioned the gravity of the problem and the need for regulations that require companies to take costly measures to reduce their carbon footprint.  Before becoming head of the EPA, he was Oklahoma’s attorney general and repeatedly sued the agency he now runs to block federal environmental rules.",1
"LONDON (Reuters) - London Mayor Sadiq Khan said on Sunday that it would be wrong for Britain to host U.S. President Donald Trump on a state visit, describing some of the U.S. leader s views on Islam as  ignorant . Khan and Trump have a history. During the U.S. presidential election campaign, Khan was among many people who spoke out against Trump s proposed ban on Muslims entering the United States, an idea he said would play into the hands of extremists. Trump has criticized Khan, accusing the mayor of making a  pathetic excuse  over his statement urging Londoners not to be alarmed by the presence of additional police on the streets in response to an attack in June. At the annual conference of his opposition Labour Party, Khan told an audience with GuardianLive that he thought having a state visit, which Prime Minister Theresa May has said is still planned, was  wrong .  I sometimes think people are ignorant,  he said, adding that it was his job to educate them. ",1
"BEIRUT/PARIS (Reuters) - Hezbollah s leader said on Friday that Saudi Arabia had declared war on Lebanon and his Iran-backed group, accusing Riyadh of detaining Saad al-Hariri and forcing him to resign as Lebanon s prime minister to destabilize the country. France became the first Western country to indicate that Saudi Arabia was holding Hariri against his will, saying it wished for him to have  all his freedom of movement and be fully able to play the essential role that is his in Lebanon . Hariri s resignation has plunged Lebanon into crisis, thrusting the small Arab country back to the forefront of regional rivalry between the Sunni Muslim monarchy Saudi Arabia and Shi ite revolutionary Iran.     Sayyed Hassan Nasrallah, the Hezbollah leader, said Saudi Arabia s detention of Hariri, a long-time Saudi ally who declared his resignation while in Riyadh last Saturday, was an insult to all Lebanese and he must return to Lebanon.      Let us say things as they are: the man is detained in Saudi Arabia and forbidden until this moment from returning to Lebanon,  Nasrallah said in a televised speech.  It is clear that Saudi Arabia and Saudi officials have declared war on Lebanon and on Hezbollah in Lebanon,  he said.     His comments mirror an accusation by Riyadh on Monday that Lebanon and Hezbollah had declared war on the conservative Gulf Arab kingdom. Riyadh says Hariri is a free man and he decided to resign because Hezbollah was calling the shots in his government.  Saudi Arabia considers Hezbollah to be its enemy in conflicts across the Middle East, including Syria and Yemen.    Western countries have looked on with alarm at the rising regional tension. U.S. Secretary of State Rex Tillerson warned other countries and groups against using Lebanon as vehicle for a larger proxy fight in the Middle East, saying Washington strongly backed Lebanon s independence and respected Hariri as a strong partner of the United States, still referring to him as prime minister.  There is no legitimate place or role in Lebanon for any foreign forces, militias or armed elements other than the legitimate security forces of the Lebanese state,  Tillerson said in a statement released by the U.S. State Department. Tillerson told reporters on Friday there was no indication that Hariri was being held in Saudi Arabia against his will but that the United States was monitoring the situation. The French foreign minister said earlier on Friday that he also believed Hariri was a free man - a statement at odds with the later French foreign ministry comment that it wanted Hariri to have  all his freedom of movement . Hariri has made no public remarks since announcing his resignation in a speech televised from Saudi Arabia, saying he feared assassination and accusing Iran and Hezbollah of sowing strife in the Arab world. Two top Lebanese government officials, a senior politician close to Hariri and a fourth source told Reuters on Thursday that the Lebanese authorities believe Hariri is being held in Saudi Arabia.  Nasrallah said Saudi Arabia was encouraging Israel to attack Lebanon. While an Israeli attack could not be ruled out entirely, he said, it was unlikely partly because Israel knew it would pay a very high price.  I warn them against any miscalculation or any step to exploit the situation,  he said.  Saudi will fail in Lebanon as it has failed on all fronts,  Nasrallah said. Riyadh has advised Saudi citizens not to travel to Lebanon, or if already there to leave as soon as possible. Other Gulf states have also issued travel warnings. Those steps have raised concern that Riyadh could take measures against the tiny Arab state, which hosts 1.5 million Syrian refugees. Hariri s resignation is being widely seen as part of a Saudi attempt to counter Iran as its influence deepens in Syria and Iraq and as Riyadh and its allies battle Iranian-allied Houthi rebels in Yemen. Hariri s resignation unraveled a political deal among rival factions that made him prime minister and President Michel Aoun, a political ally of Hezbollah, head of state last year. The coalition government included Hezbollah, a heavily armed military and political organization. Aoun told Saudi Arabia s envoy on Friday that Hariri must return to Lebanon and the circumstances surrounding his resignation as prime minister while in Saudi Arabia were unacceptable, presidential sources said. An  international support group  of countries concerned about Lebanon, which includes the United States, Russia and France, appealed for Lebanon  to continue to be shielded from tensions in the region . In a statement, they also welcomed Aoun s call for Hariri to return.    In comments to Reuters, top Lebanese Druze politician Jumblatt said Lebanon did not deserve to be accused of declaring war on Saudi Arabia.  For decades we ve been friends,  he said.  We are a country that is squeezed between two antagonistic interests, between Saudi Arabia and Iran,  he said.  The majority of Lebanese are just paying the price ... Lebanon can not afford to declare a war against anybody.  The Saudi foreign minister accused Hezbollah of a role in the launching of a ballistic missile at Riyadh from Yemen on Saturday. Saudi Arabia s Crown Prince Mohammed bin Salman said Iran s supply of rockets to militias in Yemen was an act of  direct military aggression  that could be an act of war. Nasrallah mocked the Saudi accusation that Iran and Hezbollah were behind the firing of the missile from Yemen, saying Yemenis were capable of building their own missiles.  ",1
" David Sherfinski Washington TimesFormer Texas Rep. Ron Paul said Friday he couldn t support GOP presidential front-runner Donald Trump if Mr. Trump wins the party s nomination, saying Mr. Trump s views on the scope of executive authority could surpass those of President Obama. No, I couldn t do that, Mr. Paul said on Fox Business Network when asked if he would support Mr. Trump, should the billionaire businessman win the GOP nomination.  He s [the] opposite of a libertarian. Mr. Paul, a three-time presidential candidate, said on foreign policy, Mr. Trump probably wouldn t be that much different than former Secretary of State Hillary Rodham Clinton, the Democratic front-runner. I think the die-hard neoconservatives would not be that extremely unhappy with Hillary, Mr. Paul said. Trump is going to be the most efficient [at] using the executive orders,  he said.  He ll say this is the way it is, you know. Obama was pretty arrogant. If you don t do it, [the] Congress, I ll write an order Continue this story at Washington TimesREAD MORE TRUMP NEWS AT: 21st Century Wire 2016 Files",0
"WASHINGTON (Reuters) - A decision from President Donald Trump’s Chief of Staff John Kelly is imminent on whether White House chief strategist Steve Bannon will keep his job, online news outlet Axios said on Friday. Axios did not specify when a decision was expected on Bannon, who has close ties to far-right groups. ",1
"TOKYO (Reuters) - An increasing number of fishing boats from North Korea has been appearing off Japan - some in distress, some abandoned and some with dead bodies on board - raising fears about infiltration by spies as tension with North Korea surges. The coastguard has beefed up patrols in response to the boats - including one labeled military property - just off the coast, or even grounded on Japanese beaches. The coastguard and analysts of North Korea have played down the fears, attributing the surge in boats to more mundane reasons, such as a North Korean drive to increase winter fish catches. But the worries persist.  The government is well aware that this is causing great anxiety to local people,  Chief Cabinet Secretary Yoshihide Suga told reporters this week.  The police and coastguard ... are working to clarify the situation,  he said.  Once we have the facts, we will respond firmly.  There were 28 cases of boats adrift off Japan s coast or grounded on its shores in November, the coastguard said, compared with four in November last year. One of the boats was a 14-metre wooden vessel from North Korea found off the northern island of Hokkaido with 10 crew on board. Raising alarm in a country North Korea has threatened to destroy, amid tension over its relentless development of nuclear bombs and missiles, was a square plate attached to the boat reading:  Korean People s Army, No. 854 military unit  in Korean script. Police and the coastguard questioning the crew declined to comment. A day before that boat was detained, eight decomposed bodies  were found in a small boat washed up on a beach. Also on board were life jackets bearing Korean lettering.    I have no intention to stoke fears,  opposition lawmaker Tetsuro Fukuyama told parliament on Tuesday, referring to another case when eight men who said they were from North Korea were found wandering along a marina..  What about the risk of these people, if they are special agents, making a landing just when some military operation is going on?  Analysts point to rising demand for fish in North Korea, and competition with Chinese boats, pushing North Korean fishermen further out to sea. North Korea is calling for bigger catches from fishermen sailing rough winter seas in small, old boats with unreliable engines. North Korea s Rodong Sinmun newspaper last month urged  fishermen to fight their  important battle  of meeting annual quotas in winter.  Fish are like bullets and artillery shells,  it said.  Nihon University professor Ken Kotani said he did not think the boats signaled a North Korean spy campaign, noting that local authorities were handling the situation.  The government has entrusted this to local police,  he said. Satoru Miyamato, professor at Seigakuin University, said he suspected growing demand for fish was luring more fishermen to sea in rickety boats.  The number of wealthy people is growing and they re seeking a healthy diet. Fishing is meeting that demand,  he said. ",1
"LONDON/BELFAST (Reuters) - The chances of Northern Ireland s political parties restoring a power-sharing agreement are  not positive  and Britain will have to impose a budget early next month if talks cannot be salvaged, the minister for the region said on Wednesday. Northern Ireland has been without a regional administration since its collapse in January, raising the prospect of direct rule being reimposed from London, potentially destabilizing a delicate political balance in the British province. Britain will need to draw up a budget - a move one of the region s smaller parties said would effectively constitute direct rule - if an executive is not formed by the week starting Nov. 6, James Brokenshire said.  If I had given evidence to this committee last week I might have indicated some momentum, more progress. That progress stalled at the end of last week,  Brokenshire told a parliamentary committee, adding London would also have to pass legislation by Oct. 30 to enable an executive to be formed.  Unless there is a renewed spirit of compromise then the outlook for imminent resolution is not positive.  Former U.S. President Bill Clinton, who played a central role in brokering the 1998 peace deal that ended three decades of sectarian bloodshed in Northern Ireland, used a brief trip to Dublin this week to travel to Belfast and meet the main parties. But the main impediment in the talks between the pro-British Democratic Unionist Party (DUP) and Irish nationalists Sinn Fein remains disagreement over improved rights for Irish language speakers, an issue that has dogged negotiations for months. Sinn Fein s leader in Northern Ireland, Michelle O Neill, described Brokenshire s budget comments as  not helpful in the sense that it clearly signifies that would be the end of this phase of negotiations.  Considerable challenges remain, she said. The Irish government, which is co-facilitating the talks, has said Northern Ireland needs a devolved government to give it a greater say in Britain s negotiations to leave the European Union, set to have a bigger impact on the province than on any other part of the United Kingdom. Ireland s foreign minister last week said reverting to direct rule from London for the first time in a decade would be a  devastating  blow for reconciliation in the province. Brokenshire said while he has no desire to do so, all options - including direct rule - must be considered if no agreement can be reached.   We are on a glide path to greater and greater UK government intervention,  Brokenshire said.  We can t go on much longer.   ",1
"It s not unprecedented but it s a clear f*ck you aimed at Donald Trump.In November, the Chicago Cubs broke a 108-year drought to finally win the World Series again. They defied the odds, and unlike Trump, they didn t need help from Russia to secure a victory.President Obama, who hails from Chicago, congratulated the Cubs and invited them to the White House to be honored for their historic achievement.It happened: @Cubs win World Series. That s change even this South Sider can believe in. Want to come to the White House before I leave?  President Obama (@POTUS) November 3, 2016Obama also called team manager Joe Madden to extend the invitation personally.Usually, World Series champions flock to the White House for recognition in April, which would mean the team would have to deal with Donald Trump, who would likely politicize the event in an effort to tie it to his electoral win. Hillary Clinton is also a fan of the Cubs so Trump could easily use the event to take shots at her as well.To save the country from such embarrassment and to avoid shaking Trump s tiny hands, the Cubs have decided that it is more convenient for them to travel to the White House on Monday while President Obama is still in office.As Mediaite points out, teams have visited the White House early in previous years so this would normally not be a big deal. But this is not a normal time because if the Cubs wait until April they would have to stand and be honored by a bigot who constantly hurls petty insults at people and thinks everything is about himself.Trump will likely feel slighted by the Cubs and will launch an attack against them on Twitter any time now. But doing so will only confirm that the Cubs made the right decision.Featured Image: Wikimedia",0
"BRAS LIA (Reuters) - Brazil s President Michel Temer will start a cabinet reshuffle that should be completed in mid-December, his press office said on Monday without providing a reason for the change. The announcement came after the resignation on Monday of Bruno Araujo, head of the Ministry of the Cities, one of four ministries held by the centrist PSDB party in Temer s government. PSDB plans to stand its own candidate for the presidential election next October and many of its members want to distance themselves from the unpopular government. ",1
"Minnesota humorist Garrison Keillor just nailed Donald Trump in one of the best take-downs yet.Donald Trump is an insecure little man who thinks the presidency will finally make people respect him, and nobody made that clearer than Keillor, who wrote a column published on Wednesday that puts the Republican nominee in his place.Keillor begins by focusing on Trump s hat. The brim shadows your face, which gives a sinister look, as if you d come to town to announce the closing of the pulp factory,  he wrote.  Your eyes look dead and your scowl does not suggest American greatness so much as American indigestion. Keillor continued by pointing out that Trump has apparently been trying for his entire life to be liked and respected by the Manhattan elite.  The New York Times treats you like the village idiot,  Keillor wrote.  This is painful for a Queens boy trying to win respect in Manhattan When you came to Manhattan 40 years ago, you discovered that in entertainment, the press, politics, finance, everywhere you went, you ran into Jews, and they are not like you: Jews didn t go in for big yachts and a fleet of aircraft   they showed off by way of philanthropy or by raising brilliant offspring. They sympathized with the civil rights movement. In Queens, blacks were a threat to property values   they belonged in the Bronx, not down the street. To the Times, Queens is Cleveland. Bush league. You are Queens. The casinos were totally Queens, the gold faucets in your triplex, the bragging, the insults, but you wanted to be liked by Those People. This explains why Trump would throw his hat into the presidential ring. He is desperate for respect from his wealthy peers. Running for president is your last bid for the respect of Manhattan,  Keillor continued. If you were to win election, they couldn t ridicule you anymore. They could be horrified, but there is nothing ridiculous about being Leader of the Free World. You have B-52 bombers at your command. When you go places, a battalion of security guys comb the environs. You attract really really good speechwriters who give you Churchillian cadences and toss in quotes from Emerson and Aeschylus and Ecclesiastes. Keillor then went on to mock Trump over the bad month he had in August. The teleprompter is not your friend. You are in the old tradition of locker room ranting and big honkers in the steam room, sitting naked, talking man talk, griping about the goons and ginks and lousy workmanship and the uppity broads and the great lays and how you vanquished your enemies at the bank. Keillor concludes by pointing out that running for president is the hardest work Trump has ever done in his life and breaks the news to Donald that in the end he is going to lose and he won t get a damn thing he wanted. It s the hardest work you ve ever done. You walk out in the white cap and you rant for an hour about stuff that means nothing and the fans scream and wave their signs and you wish you could level with them for once and say one true thing: I love you to death and when this is over I will have nothing that I want. Donald Trump is currently imploding in the polls and his campaign continues fly off the rails even as he insists that he is winning and that everybody loves him.This is a man in serious denial and Keillor just hit him with the reality that he has always been a loser and will always be a loser.Featured image via Getty",0
